id,iso3_state,state,neighbour_iso3,neighbour_name,begin,end,check_length,reasons_scope,category,duration
500,POL,Poland,LTU,Lithuania,2018-11-22T00:00:00Z,2018-12-16T00:00:00Z,24,"climate conference COPT 24, all internal borders",pol_event,2018-11-22 - 2018-12-16
501,SWE,Sweden,FIN,Finland,2019-02-12T00:00:00Z,2019-05-11T00:00:00Z,88,serious threat to public policy and internal security; all internal borders,public order and security,2019-02-12 - 2019-05-11
502,SWE,Sweden,NOR,Norway,2019-02-12T00:00:00Z,2019-05-11T00:00:00Z,88,serious threat to public policy and internal security; all internal borders,public order and security,2019-02-12 - 2019-05-11
503,SWE,Sweden,DNK,Denmark,2019-02-12T00:00:00Z,2019-05-11T00:00:00Z,88,serious threat to public policy and internal security; all internal borders,public order and security,2019-02-12 - 2019-05-11
504,POL,Poland,DEU,Germany,2019-02-10T00:00:00Z,2019-02-16T00:00:00Z,6,Ministerial to Promote a Future of Peace and Security in the Middle East; all internal borders,pol_event,2019-02-10 - 2019-02-16
505,POL,Poland,CZE,Czechia,2019-02-10T00:00:00Z,2019-02-16T00:00:00Z,6,Ministerial to Promote a Future of Peace and Security in the Middle East; all internal borders,pol_event,2019-02-10 - 2019-02-16
506,POL,Poland,SVK,Slovakia,2019-02-10T00:00:00Z,2019-02-16T00:00:00Z,6,Ministerial to Promote a Future of Peace and Security in the Middle East; all internal borders,pol_event,2019-02-10 - 2019-02-16
507,POL,Poland,LTU,Lithuania,2019-02-10T00:00:00Z,2019-02-16T00:00:00Z,6,Ministerial to Promote a Future of Peace and Security in the Middle East; all internal borders,pol_event,2019-02-10 - 2019-02-16
508,FRA,France,BEL,Belgium,2019-05-01T00:00:00Z,2019-10-31T00:00:00Z,183,"Terrorist threats, situation at the external borders",terrorism,2019-05-01 - 2019-10-31
509,FRA,France,LUX,Luxembourg,2019-05-01T00:00:00Z,2019-10-31T00:00:00Z,183,"Terrorist threats, situation at the external borders",terrorism,2019-05-01 - 2019-10-31
510,FRA,France,CHE,Switzerland,2019-05-01T00:00:00Z,2019-10-31T00:00:00Z,183,"Terrorist threats, situation at the external borders",terrorism,2019-05-01 - 2019-10-31
511,FRA,France,ESP,Spain,2019-05-01T00:00:00Z,2019-10-31T00:00:00Z,183,"Terrorist threats, situation at the external borders",terrorism,2019-05-01 - 2019-10-31
512,FRA,France,DEU,Germany,2019-05-01T00:00:00Z,2019-10-31T00:00:00Z,183,"Terrorist threats, situation at the external borders",terrorism,2019-05-01 - 2019-10-31
513,FRA,France,ITA,Italy,2019-05-01T00:00:00Z,2019-10-31T00:00:00Z,183,"Terrorist threats, situation at the external borders",terrorism,2019-05-01 - 2019-10-31
514,DEU,Germany,AUT,Austria,2019-05-12T00:00:00Z,2019-11-12T00:00:00Z,184,migration and security policy; land border with Austria,crimmigration,2019-05-12 - 2019-11-12
515,AUT,Austria,HUN,Hungary,2019-05-12T00:00:00Z,2019-11-12T00:00:00Z,184,security situation in Europe and continuous significant secondary movements; land borders with Hungary and with Slovenia;,crimmigration,2019-05-12 - 2019-11-12
516,AUT,Austria,SVN,Slovenia,2019-05-12T00:00:00Z,2019-11-12T00:00:00Z,184,security situation in Europe and continuous significant secondary movements; land borders with Hungary and with Slovenia;,crimmigration,2019-05-12 - 2019-11-12
517,DNK,Denmark,DEU,Germany,2019-05-12T00:00:00Z,2019-11-12T00:00:00Z,184,severe threat to public order and internal security; internal border with Germany (land and ports with ferry connections),public order and security,2019-05-12 - 2019-11-12
518,SWE,Sweden,FIN,Finland,2019-05-12T00:00:00Z,2019-11-12T00:00:00Z,184,serious threat to public policy and internal security; to be determined but may concern all internal borders;,public order and security,2019-05-12 - 2019-11-12
519,SWE,Sweden,NOR,Norway,2019-05-12T00:00:00Z,2019-11-12T00:00:00Z,184,serious threat to public policy and internal security; to be determined but may concern all internal borders;,public order and security,2019-05-12 - 2019-11-12
520,SWE,Sweden,DNK,Denmark,2019-05-12T00:00:00Z,2019-11-12T00:00:00Z,184,serious threat to public policy and internal security; to be determined but may concern all internal borders;,public order and security,2019-05-12 - 2019-11-12
521,NOR,Norway,FIN,Finland,2019-05-12T00:00:00Z,2019-11-12T00:00:00Z,184,"security situation in Europe; all internal borders with an initial focus on ferry connections with Denmark, Germany and Sweden;",public order and security,2019-05-12 - 2019-11-12
522,NOR,Norway,SWE,Sweden,2019-05-12T00:00:00Z,2019-11-12T00:00:00Z,184,"security situation in Europe; all internal borders with an initial focus on ferry connections with Denmark, Germany and Sweden;",public order and security,2019-05-12 - 2019-11-12
523,FRA,France,BEL,Belgium,2019-10-31T00:00:00Z,2019-12-31T00:00:00Z,61,"coronavirus COVID-19 (as of beginning of March), persistent terrorist threat, upcoming high profile political event in Paris, secondary movements; all internal borders;","pandemic, terror & migration",2019-10-31 - 2020-04-30
524,FRA,France,LUX,Luxembourg,2019-10-31T00:00:00Z,2019-12-31T00:00:00Z,61,"coronavirus COVID-19 (as of beginning of March), persistent terrorist threat, upcoming high profile political event in Paris, secondary movements; all internal borders;","pandemic, terror & migration",2019-10-31 - 2020-04-30
525,FRA,France,CHE,Switzerland,2019-10-31T00:00:00Z,2019-12-31T00:00:00Z,61,"coronavirus COVID-19 (as of beginning of March), persistent terrorist threat, upcoming high profile political event in Paris, secondary movements; all internal borders;","pandemic, terror & migration",2019-10-31 - 2020-04-30
526,FRA,France,ESP,Spain,2019-10-31T00:00:00Z,2019-12-31T00:00:00Z,61,"coronavirus COVID-19 (as of beginning of March), persistent terrorist threat, upcoming high profile political event in Paris, secondary movements; all internal borders;","pandemic, terror & migration",2019-10-31 - 2020-04-30
527,FRA,France,DEU,Germany,2019-10-31T00:00:00Z,2019-12-31T00:00:00Z,61,"coronavirus COVID-19 (as of beginning of March), persistent terrorist threat, upcoming high profile political event in Paris, secondary movements; all internal borders;","pandemic, terror & migration",2019-10-31 - 2020-04-30
528,FRA,France,ITA,Italy,2019-10-31T00:00:00Z,2019-12-31T00:00:00Z,61,"coronavirus COVID-19 (as of beginning of March), persistent terrorist threat, upcoming high profile political event in Paris, secondary movements; all internal borders;","pandemic, terror & migration",2019-10-31 - 2020-04-30
529,FRA,France,BEL,Belgium,2020-01-01T00:00:00Z,2020-04-30T00:00:00Z,120,"coronavirus COVID-19 (as of beginning of March), persistent terrorist threat, upcoming high profile political event in Paris, secondary movements; all internal borders;","pandemic, terror & migration",2019-10-31 - 2020-04-30
530,FRA,France,LUX,Luxembourg,2020-01-01T00:00:00Z,2020-04-30T00:00:00Z,120,"coronavirus COVID-19 (as of beginning of March), persistent terrorist threat, upcoming high profile political event in Paris, secondary movements; all internal borders;","pandemic, terror & migration",2019-10-31 - 2020-04-30
531,FRA,France,CHE,Switzerland,2020-01-01T00:00:00Z,2020-04-30T00:00:00Z,120,"coronavirus COVID-19 (as of beginning of March), persistent terrorist threat, upcoming high profile political event in Paris, secondary movements; all internal borders;","pandemic, terror & migration",2019-10-31 - 2020-04-30
532,FRA,France,ESP,Spain,2020-01-01T00:00:00Z,2020-04-30T00:00:00Z,120,"coronavirus COVID-19 (as of beginning of March), persistent terrorist threat, upcoming high profile political event in Paris, secondary movements; all internal borders;","pandemic, terror & migration",2019-10-31 - 2020-04-30
533,FRA,France,DEU,Germany,2020-01-01T00:00:00Z,2020-04-30T00:00:00Z,120,"coronavirus COVID-19 (as of beginning of March), persistent terrorist threat, upcoming high profile political event in Paris, secondary movements; all internal borders;","pandemic, terror & migration",2019-10-31 - 2020-04-30
534,FRA,France,ITA,Italy,2020-01-01T00:00:00Z,2020-04-30T00:00:00Z,120,"coronavirus COVID-19 (as of beginning of March), persistent terrorist threat, upcoming high profile political event in Paris, secondary movements; all internal borders;","pandemic, terror & migration",2019-10-31 - 2020-04-30
535,DEU,Germany,AUT,Austria,2019-11-12T00:00:00Z,2019-12-31T00:00:00Z,49,"secondary movements, situation at the external borders; land border with Austria;",migration,2019-11-12 - 2020-05-12
536,DEU,Germany,AUT,Austria,2020-01-01T00:00:00Z,2020-05-12T00:00:00Z,132,"secondary movements, situation at the external borders; land border with Austria;",migration,2019-11-12 - 2020-05-12
537,AUT,Austria,HUN,Hungary,2019-11-12T00:00:00Z,2019-12-31T00:00:00Z,49,"coronavirus COVID-19 (as of mid-March), secondary movements, risk related to terrorists and organized crime, situation at the external borders; land borders with Hungary and with Slovenia;","pandemic, terror & migration",2019-11-12 - 2020-05-12
538,AUT,Austria,SVN,Slovenia,2019-11-12T00:00:00Z,2019-12-31T00:00:00Z,49,"coronavirus COVID-19 (as of mid-March), secondary movements, risk related to terrorists and organized crime, situation at the external borders; land borders with Hungary and with Slovenia;","pandemic, terror & migration",2019-11-12 - 2020-05-12
539,AUT,Austria,HUN,Hungary,2020-01-01T00:00:00Z,2020-05-12T00:00:00Z,132,"coronavirus COVID-19 (as of mid-March), secondary movements, risk related to terrorists and organized crime, situation at the external borders; land borders with Hungary and with Slovenia;","pandemic, terror & migration",2019-11-12 - 2020-05-12
540,AUT,Austria,SVN,Slovenia,2020-01-01T00:00:00Z,2020-05-12T00:00:00Z,132,"coronavirus COVID-19 (as of mid-March), secondary movements, risk related to terrorists and organized crime, situation at the external borders; land borders with Hungary and with Slovenia;","pandemic, terror & migration",2019-11-12 - 2020-05-12
541,DNK,Denmark,DEU,Germany,2019-11-12T00:00:00Z,2019-12-31T00:00:00Z,49,"terrorist threats, organized criminality from Sweden; land border with Germany and with Sweden, ferry connections to Germany and to Sweden, until 12 May 2020;",terrorism,2019-11-12 - 2020-05-12
542,DNK,Denmark,SWE,Sweden,2019-11-12T00:00:00Z,2019-12-31T00:00:00Z,49,"terrorist threats, organized criminality from Sweden; land border with Germany and with Sweden, ferry connections to Germany and to Sweden, until 12 May 2020;",terrorism,2019-11-12 - 2020-05-12
543,DNK,Denmark,DEU,Germany,2020-01-01T00:00:00Z,2020-05-12T00:00:00Z,132,"terrorist threats, organized criminality from Sweden; land border with Germany and with Sweden, ferry connections to Germany and to Sweden, until 12 May 2020;",terrorism,2019-11-12 - 2020-05-12
544,DNK,Denmark,SWE,Sweden,2020-01-01T00:00:00Z,2020-05-12T00:00:00Z,132,"terrorist threats, organized criminality from Sweden; land border with Germany and with Sweden, ferry connections to Germany and to Sweden, until 12 May 2020;",terrorism,2019-11-12 - 2020-05-12
545,SWE,Sweden,FIN,Finland,2019-11-12T00:00:00Z,2019-12-31T00:00:00Z,49,"terrorist threats, shortcomings at the external borders; to be determined but may concern all internal borders;",terrorism,2019-11-12 - 2020-05-12
546,SWE,Sweden,NOR,Norway,2019-11-12T00:00:00Z,2019-12-31T00:00:00Z,49,"terrorist threats, shortcomings at the external borders; to be determined but may concern all internal borders;",terrorism,2019-11-12 - 2020-05-12
547,SWE,Sweden,DNK,Denmark,2019-11-12T00:00:00Z,2019-12-31T00:00:00Z,49,"terrorist threats, shortcomings at the external borders; to be determined but may concern all internal borders;",terrorism,2019-11-12 - 2020-05-12
548,SWE,Sweden,FIN,Finland,2020-01-01T00:00:00Z,2020-05-12T00:00:00Z,132,"terrorist threats, shortcomings at the external borders; to be determined but may concern all internal borders;",terrorism,2019-11-12 - 2020-05-12
549,SWE,Sweden,NOR,Norway,2020-01-01T00:00:00Z,2020-05-12T00:00:00Z,132,"terrorist threats, shortcomings at the external borders; to be determined but may concern all internal borders;",terrorism,2019-11-12 - 2020-05-12
550,SWE,Sweden,DNK,Denmark,2020-01-01T00:00:00Z,2020-05-12T00:00:00Z,132,"terrorist threats, shortcomings at the external borders; to be determined but may concern all internal borders;",terrorism,2019-11-12 - 2020-05-12
551,ESP,Spain,FRA,France,2019-11-28T00:00:00Z,2019-12-13T00:00:00Z,15,"XXV United Nations Conference on Climate Change (COP25) in Madrid; Air borders (mainly Madrid and Barcelona airports), sea borders, mainly ports in northern Spain, land border with France, keeping the usual authorized crossing points.",pol_event,2019-11-28 - 2019-12-13
552,AUT,Austria,ITA,Italy,2020-03-11T00:00:00Z,2020-03-21T00:00:00Z,10,coronavirus COVID-19; land border with Italy,pandemic,2020-03-11 - 2020-03-21
553,HUN,Hungary,AUT,Austria,2020-03-12T00:00:00Z,2020-03-22T00:00:00Z,10,coronavirus COVID-19; land borders with Austria and Slovenia,pandemic,2020-03-12 - 2020-03-22
554,HUN,Hungary,SVN,Slovenia,2020-03-12T00:00:00Z,2020-03-22T00:00:00Z,10,coronavirus COVID-19; land borders with Austria and Slovenia,pandemic,2020-03-12 - 2020-03-22
555,CZE,Czechia,DEU,Germany,2020-03-14T00:00:00Z,2020-03-18T00:00:00Z,4,"coronavirus COVID-19; land borders with Austria and Germany, air borders",pandemic,2020-03-14 - 2020-03-18
556,CZE,Czechia,AUT,Austria,2020-03-14T00:00:00Z,2020-03-18T00:00:00Z,4,"coronavirus COVID-19; land borders with Austria and Germany, air borders",pandemic,2020-03-14 - 2020-03-18
557,CHE,Switzerland,ITA,Italy,2020-03-13T00:00:00Z,2020-03-23T00:00:00Z,10,coronavirus COVID-19; land border with Italy,pandemic,2020-03-13 - 2020-03-23
558,AUT,Austria,LIE,Liechtenstein,2020-03-14T00:00:00Z,2020-04-24T00:00:00Z,41,coronavirus COVID-19; land borders with Switzerland and Liechtenstein,pandemic,2020-03-14 - 2020-04-24
559,AUT,Austria,CHE,Switzerland,2020-03-14T00:00:00Z,2020-04-24T00:00:00Z,41,coronavirus COVID-19; land borders with Switzerland and Liechtenstein,pandemic,2020-03-14 - 2020-04-24
560,DNK,Denmark,DEU,Germany,2019-11-12T00:00:00Z,2019-12-31T00:00:00Z,49,"coronavirus COVID-19, terrorist threats, organized criminality from Sweden; all land, air and sea borders",pandemic & terror,2019-11-12 - 2020-05-12
561,DNK,Denmark,SWE,Sweden,2019-11-12T00:00:00Z,2019-12-31T00:00:00Z,49,"coronavirus COVID-19, terrorist threats, organized criminality from Sweden; all land, air and sea borders",pandemic & terror,2019-11-12 - 2020-05-12
562,DNK,Denmark,DEU,Germany,2020-01-01T00:00:00Z,2020-05-12T00:00:00Z,132,"coronavirus COVID-19, terrorist threats, organized criminality from Sweden; all land, air and sea borders",pandemic & terror,2019-11-12 - 2020-05-12
563,DNK,Denmark,SWE,Sweden,2020-01-01T00:00:00Z,2020-05-12T00:00:00Z,132,"coronavirus COVID-19, terrorist threats, organized criminality from Sweden; all land, air and sea borders",pandemic & terror,2019-11-12 - 2020-05-12
564,POL,Poland,DEU,Germany,2020-03-15T00:00:00Z,2020-03-24T00:00:00Z,9,"coronavirus COVID-19; land borders with Czechia, Slovakia, Germany, Lithuania, sea borders, air borders",pandemic,2020-03-15 - 2020-03-24
565,POL,Poland,CZE,Czechia,2020-03-15T00:00:00Z,2020-03-24T00:00:00Z,9,"coronavirus COVID-19; land borders with Czechia, Slovakia, Germany, Lithuania, sea borders, air borders",pandemic,2020-03-15 - 2020-03-24
566,POL,Poland,SVK,Slovakia,2020-03-15T00:00:00Z,2020-03-24T00:00:00Z,9,"coronavirus COVID-19; land borders with Czechia, Slovakia, Germany, Lithuania, sea borders, air borders",pandemic,2020-03-15 - 2020-03-24
567,POL,Poland,LTU,Lithuania,2020-03-15T00:00:00Z,2020-03-24T00:00:00Z,9,"coronavirus COVID-19; land borders with Czechia, Slovakia, Germany, Lithuania, sea borders, air borders",pandemic,2020-03-15 - 2020-03-24
568,LTU,Lithuania,POL,Poland,2020-03-14T00:00:00Z,2020-03-24T00:00:00Z,10,coronavirus COVID-19; all internal borders,pandemic,2020-03-14 - 2020-03-24
569,LTU,Lithuania,LVA,Latvia,2020-03-14T00:00:00Z,2020-03-24T00:00:00Z,10,coronavirus COVID-19; all internal borders,pandemic,2020-03-14 - 2020-03-24
570,DEU,Germany,LUX,Luxembourg,2020-03-16T00:00:00Z,2020-03-26T00:00:00Z,10,"coronavirus COVID-19; land borders with Denmark, Luxembourg, France, Switzerland and Austria.",pandemic,2020-03-16 - 2020-03-26
571,DEU,Germany,FRA,France,2020-03-16T00:00:00Z,2020-03-26T00:00:00Z,10,"coronavirus COVID-19; land borders with Denmark, Luxembourg, France, Switzerland and Austria.",pandemic,2020-03-16 - 2020-03-26
572,DEU,Germany,CHE,Switzerland,2020-03-16T00:00:00Z,2020-03-26T00:00:00Z,10,"coronavirus COVID-19; land borders with Denmark, Luxembourg, France, Switzerland and Austria.",pandemic,2020-03-16 - 2020-03-26
573,DEU,Germany,AUT,Austria,2020-03-16T00:00:00Z,2020-03-26T00:00:00Z,10,"coronavirus COVID-19; land borders with Denmark, Luxembourg, France, Switzerland and Austria.",pandemic,2020-03-16 - 2020-03-26
574,DEU,Germany,DNK,Denmark,2020-03-16T00:00:00Z,2020-03-26T00:00:00Z,10,"coronavirus COVID-19; land borders with Denmark, Luxembourg, France, Switzerland and Austria.",pandemic,2020-03-16 - 2020-03-26
575,CZE,Czechia,DEU,Germany,2020-03-18T00:00:00Z,2020-04-04T00:00:00Z,17,"coronavirus COVID-19; land borders with Germany and Austria, air borders",pandemic,2020-03-18 - 2020-04-04
576,CZE,Czechia,AUT,Austria,2020-03-18T00:00:00Z,2020-04-04T00:00:00Z,17,"coronavirus COVID-19; land borders with Germany and Austria, air borders",pandemic,2020-03-18 - 2020-04-04
577,EST,Estonia,LVA,Latvia,2020-03-17T00:00:00Z,2020-03-27T00:00:00Z,10,"coronavirus COVID-19; land borders with Latvia, air borders, sea borders",pandemic,2020-03-17 - 2020-03-27
578,NOR,Norway,FIN,Finland,2020-03-16T00:00:00Z,2020-03-26T00:00:00Z,10,coronavirus COVID-19; all internal borders,pandemic,2020-03-16 - 2020-03-26
579,NOR,Norway,SWE,Sweden,2020-03-16T00:00:00Z,2020-03-26T00:00:00Z,10,coronavirus COVID-19; all internal borders,pandemic,2020-03-16 - 2020-03-26
580,CHE,Switzerland,FRA,France,2020-03-16T00:00:00Z,2020-03-26T00:00:00Z,10,"coronavirus COVID-19; land borders with France, Germany and Austria",pandemic,2020-03-16 - 2020-03-26
581,CHE,Switzerland,DEU,Germany,2020-03-16T00:00:00Z,2020-03-26T00:00:00Z,10,"coronavirus COVID-19; land borders with France, Germany and Austria",pandemic,2020-03-16 - 2020-03-26
582,CHE,Switzerland,AUT,Austria,2020-03-16T00:00:00Z,2020-03-26T00:00:00Z,10,"coronavirus COVID-19; land borders with France, Germany and Austria",pandemic,2020-03-16 - 2020-03-26
583,PRT,Portugal,ESP,Spain,2020-03-16T00:00:00Z,2020-03-26T00:00:00Z,10,coronavirus COVID-19; land border with Spain,pandemic,2020-03-16 - 2020-03-26
584,ESP,Spain,FRA,France,2020-03-17T00:00:00Z,2020-03-26T00:00:00Z,9,coronavirus COVID-19; all land borders,pandemic,2020-03-17 - 2020-03-26
585,ESP,Spain,PRT,Portugal,2020-03-17T00:00:00Z,2020-03-26T00:00:00Z,9,coronavirus COVID-19; all land borders,pandemic,2020-03-17 - 2020-03-26
586,FIN,Finland,SWE,Sweden,2020-03-19T00:00:00Z,2020-04-13T00:00:00Z,25,coronavirus COVID-19; all internal borders,pandemic,2020-03-19 - 2020-04-13
587,FIN,Finland,NOR,Norway,2020-03-19T00:00:00Z,2020-04-13T00:00:00Z,25,coronavirus COVID-19; all internal borders,pandemic,2020-03-19 - 2020-04-13
588,HUN,Hungary,AUT,Austria,2020-03-22T00:00:00Z,2020-04-11T00:00:00Z,20,"coronavirus COVID-19; land borders with Slovenia, Austria and Slovakia, all air borders",pandemic,2020-03-22 - 2020-04-11
589,HUN,Hungary,SVK,Slovakia,2020-03-22T00:00:00Z,2020-04-11T00:00:00Z,20,"coronavirus COVID-19; land borders with Slovenia, Austria and Slovakia, all air borders",pandemic,2020-03-22 - 2020-04-11
590,HUN,Hungary,SVN,Slovenia,2020-03-22T00:00:00Z,2020-04-11T00:00:00Z,20,"coronavirus COVID-19; land borders with Slovenia, Austria and Slovakia, all air borders",pandemic,2020-03-22 - 2020-04-11
591,AUT,Austria,LIE,Liechtenstein,2020-03-18T00:00:00Z,2020-04-07T00:00:00Z,20,"coronavirus COVID-19; land borders with Germany, Italy, Switzerland and Liechtenstein",pandemic,2020-03-18 - 2020-04-07
592,AUT,Austria,CHE,Switzerland,2020-03-18T00:00:00Z,2020-04-07T00:00:00Z,20,"coronavirus COVID-19; land borders with Germany, Italy, Switzerland and Liechtenstein",pandemic,2020-03-18 - 2020-04-07
593,AUT,Austria,DEU,Germany,2020-03-18T00:00:00Z,2020-04-07T00:00:00Z,20,"coronavirus COVID-19; land borders with Germany, Italy, Switzerland and Liechtenstein",pandemic,2020-03-18 - 2020-04-07
594,AUT,Austria,ITA,Italy,2020-03-18T00:00:00Z,2020-04-07T00:00:00Z,20,"coronavirus COVID-19; land borders with Germany, Italy, Switzerland and Liechtenstein",pandemic,2020-03-18 - 2020-04-07
595,BEL,Belgium,NLD,Netherlands,2020-03-20T00:00:00Z,2020-03-30T00:00:00Z,10,coronavirus COVID-19; all internal borders,pandemic,2020-03-20 - 2020-03-30
596,BEL,Belgium,LUX,Luxembourg,2020-03-20T00:00:00Z,2020-03-30T00:00:00Z,10,coronavirus COVID-19; all internal borders,pandemic,2020-03-20 - 2020-03-30
597,BEL,Belgium,FRA,France,2020-03-20T00:00:00Z,2020-03-30T00:00:00Z,10,coronavirus COVID-19; all internal borders,pandemic,2020-03-20 - 2020-03-30
598,BEL,Belgium,DEU,Germany,2020-03-20T00:00:00Z,2020-03-30T00:00:00Z,10,coronavirus COVID-19; all internal borders,pandemic,2020-03-20 - 2020-03-30
599,CHE,Switzerland,ITA,Italy,2020-03-23T00:00:00Z,2020-04-12T00:00:00Z,20,coronavirus COVID-19; land border with Italy,pandemic,2020-03-23 - 2020-04-12
600,CHE,Switzerland,FRA,France,2020-03-26T00:00:00Z,2020-04-15T00:00:00Z,20,"coronavirus COVID-19; land borders with France, Germany and Austria",pandemic,2020-03-26 - 2020-04-15
601,CHE,Switzerland,DEU,Germany,2020-03-26T00:00:00Z,2020-04-15T00:00:00Z,20,"coronavirus COVID-19; land borders with France, Germany and Austria",pandemic,2020-03-26 - 2020-04-15
602,CHE,Switzerland,AUT,Austria,2020-03-26T00:00:00Z,2020-04-15T00:00:00Z,20,"coronavirus COVID-19; land borders with France, Germany and Austria",pandemic,2020-03-26 - 2020-04-15
603,EST,Estonia,LVA,Latvia,2020-03-27T00:00:00Z,2020-04-15T00:00:00Z,19,coronavirus COVID-19; all internal borders,pandemic,2020-03-27 - 2020-04-15
604,LTU,Lithuania,POL,Poland,2020-03-24T00:00:00Z,2020-04-13T00:00:00Z,20,coronavirus COVID-19; all internal borders,pandemic,2020-03-24 - 2020-04-13
605,LTU,Lithuania,LVA,Latvia,2020-03-24T00:00:00Z,2020-04-13T00:00:00Z,20,coronavirus COVID-19; all internal borders,pandemic,2020-03-24 - 2020-04-13
606,POL,Poland,DEU,Germany,2020-03-25T00:00:00Z,2020-04-13T00:00:00Z,19,"coronavirus COVID-19; land borders with Czechia, Slovakia, Germany, Lithuania, sea borders, air borders",pandemic,2020-03-25 - 2020-04-13
607,POL,Poland,CZE,Czechia,2020-03-25T00:00:00Z,2020-04-13T00:00:00Z,19,"coronavirus COVID-19; land borders with Czechia, Slovakia, Germany, Lithuania, sea borders, air borders",pandemic,2020-03-25 - 2020-04-13
608,POL,Poland,SVK,Slovakia,2020-03-25T00:00:00Z,2020-04-13T00:00:00Z,19,"coronavirus COVID-19; land borders with Czechia, Slovakia, Germany, Lithuania, sea borders, air borders",pandemic,2020-03-25 - 2020-04-13
609,POL,Poland,LTU,Lithuania,2020-03-25T00:00:00Z,2020-04-13T00:00:00Z,19,"coronavirus COVID-19; land borders with Czechia, Slovakia, Germany, Lithuania, sea borders, air borders",pandemic,2020-03-25 - 2020-04-13
610,DEU,Germany,LUX,Luxembourg,2020-03-26T00:00:00Z,2020-04-15T00:00:00Z,20,"coronavirus COVID-19; internal land and air borders with Austria, Switzerland, France, Luxembourg, Denmark, Italy and Spain, sea border with Denmark",pandemic,2020-03-26 - 2020-04-15
611,DEU,Germany,FRA,France,2020-03-26T00:00:00Z,2020-04-15T00:00:00Z,20,"coronavirus COVID-19; internal land and air borders with Austria, Switzerland, France, Luxembourg, Denmark, Italy and Spain, sea border with Denmark",pandemic,2020-03-26 - 2020-04-15
612,DEU,Germany,CHE,Switzerland,2020-03-26T00:00:00Z,2020-04-15T00:00:00Z,20,"coronavirus COVID-19; internal land and air borders with Austria, Switzerland, France, Luxembourg, Denmark, Italy and Spain, sea border with Denmark",pandemic,2020-03-26 - 2020-04-15
613,DEU,Germany,AUT,Austria,2020-03-26T00:00:00Z,2020-04-15T00:00:00Z,20,"coronavirus COVID-19; internal land and air borders with Austria, Switzerland, France, Luxembourg, Denmark, Italy and Spain, sea border with Denmark",pandemic,2020-03-26 - 2020-04-15
614,DEU,Germany,DNK,Denmark,2020-03-26T00:00:00Z,2020-04-15T00:00:00Z,20,"coronavirus COVID-19; internal land and air borders with Austria, Switzerland, France, Luxembourg, Denmark, Italy and Spain, sea border with Denmark",pandemic,2020-03-26 - 2020-04-15
615,ESP,Spain,FRA,France,2020-03-27T00:00:00Z,2020-04-11T00:00:00Z,15,coronavirus COVID-19; all land borders,pandemic,2020-03-27 - 2020-04-11
616,ESP,Spain,PRT,Portugal,2020-03-27T00:00:00Z,2020-04-11T00:00:00Z,15,coronavirus COVID-19; all land borders,pandemic,2020-03-27 - 2020-04-11
617,NOR,Norway,FIN,Finland,2020-03-26T00:00:00Z,2020-04-15T00:00:00Z,20,coronavirus COVID-19; all internal borders,pandemic,2020-03-26 - 2020-04-15
618,NOR,Norway,SWE,Sweden,2020-03-26T00:00:00Z,2020-04-15T00:00:00Z,20,coronavirus COVID-19; all internal borders,pandemic,2020-03-26 - 2020-04-15
619,PRT,Portugal,ESP,Spain,2020-03-26T00:00:00Z,2020-04-15T00:00:00Z,20,coronavirus COVID-19; land border with Spain,pandemic,2020-03-26 - 2020-04-15
620,BEL,Belgium,NLD,Netherlands,2020-03-30T00:00:00Z,2020-04-19T00:00:00Z,20,coronavirus COVID-19; all internal borders,pandemic,2020-03-30 - 2020-04-19
621,BEL,Belgium,LUX,Luxembourg,2020-03-30T00:00:00Z,2020-04-19T00:00:00Z,20,coronavirus COVID-19; all internal borders,pandemic,2020-03-30 - 2020-04-19
622,BEL,Belgium,FRA,France,2020-03-30T00:00:00Z,2020-04-19T00:00:00Z,20,coronavirus COVID-19; all internal borders,pandemic,2020-03-30 - 2020-04-19
623,BEL,Belgium,DEU,Germany,2020-03-30T00:00:00Z,2020-04-19T00:00:00Z,20,coronavirus COVID-19; all internal borders,pandemic,2020-03-30 - 2020-04-19
624,FRA,France,BEL,Belgium,2020-05-01T00:00:00Z,2020-10-31T00:00:00Z,183,"continuous terrorist threat and the risk of terrorists using the vulnerability of States due to COVID-19 pandemics, support to measures aiming at containing the spread of virus; all internal borders",pandemic & terror,2020-05-01 - 2020-10-31
625,FRA,France,LUX,Luxembourg,2020-05-01T00:00:00Z,2020-10-31T00:00:00Z,183,"continuous terrorist threat and the risk of terrorists using the vulnerability of States due to COVID-19 pandemics, support to measures aiming at containing the spread of virus; all internal borders",pandemic & terror,2020-05-01 - 2020-10-31
626,FRA,France,CHE,Switzerland,2020-05-01T00:00:00Z,2020-10-31T00:00:00Z,183,"continuous terrorist threat and the risk of terrorists using the vulnerability of States due to COVID-19 pandemics, support to measures aiming at containing the spread of virus; all internal borders",pandemic & terror,2020-05-01 - 2020-10-31
627,FRA,France,ESP,Spain,2020-05-01T00:00:00Z,2020-10-31T00:00:00Z,183,"continuous terrorist threat and the risk of terrorists using the vulnerability of States due to COVID-19 pandemics, support to measures aiming at containing the spread of virus; all internal borders",pandemic & terror,2020-05-01 - 2020-10-31
